title_year,imdbId,genres,director,cast,short_summary,poster,trailer,screenshot1,screenshot2,screenshot3,screenshot4,screenshot5,screenshot6,screenshot7,screenshot8,Animation,Mystery,Action,Thriller,Sci-Fi,Adventure,Children,Fantasy,Crime,Documentary,Drama,Romance,Comedy,War,Western,Horror
Late Night (2019),6107548,Comedy|Drama,Nisha Ganatra,"Emma Thompson, Mindy Kaling, John Lithgow",A late night talk show host suspects that she may soon lose her long-running show.,https://m.media-amazon.com/images/M/MV5BNjZmOTEwMGEtOWVmMy00Njg4LWI1OGEtMGYwN2VmYzJiYzAzXkEyXkFqcGdeQXVyODE1MjMyNzI@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BYWU5NDc3NmEtODQ4Mi00MjJjLTk2Y2YtOGU1MzE4ZTQxMzUyXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNGY0M2JjMTctZWNjNi00NGQ5LTk0MTItODhmMDFjZmVkOTA5XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZjY1ZjczM2EtYjJmNC00N2EzLThiMzUtMzhjOGVmZDFjZjUxXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOGIwZjc3MGItY2Y1OC00NzNiLWIwZjgtYTE2ZDhlYTJkMzUxXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZWU1ZDNlY2EtYjZhZi00OWYyLTkyMWYtMjkxNTM0MTQ1ZGZjXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjIyMDAzODktZTFkOC00NDZlLTkyNGYtMjc5OTcyMTdkYWI1XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMDYzZDMxOTAtNDE1Mi00Yjk4LTk0NTAtZTNlYTgxZTdmNDAyXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZmIwMDE0MzAtYTZkMS00ZjBhLTg5YjktYzRjZDcyMjdkNThkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Yesterday (2019),8079248,Comedy|Romance,Danny Boyle,"Himesh Patel, Lily James, Sophia Di Martino",A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate timeline where they never existed.,https://m.media-amazon.com/images/M/MV5BMjQ0NTI0NjkyN15BMl5BanBnXkFtZTgwNzY0MTE0NzM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BNDEyNDc0MjQ3M15BMl5BanBnXkFtZTgwOTkzMTE0NzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNDQyODI3OTk3MV5BMl5BanBnXkFtZTgwODkzMTE0NzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOTAxZmMyMDAtN2U2My00ZTg5LWE0YjEtN2U2ZTkzYTJiZDg0XkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjVkMjIyYTUtYmZiYS00MTExLWE1Y2UtZDg1MmVjOTg3MTljXkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNGJmMjU2M2QtN2FjYi00MmU5LTljM2EtNDZhNDRkMGE5ZWQ2XkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMmUxMTA5NWEtMjE1Mi00M2Y5LTgwMzMtZmE0NGM5ZjY3NjJmXkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZTlkYWY4ODMtZjQ1OC00NjkxLTg0ODAtMDJjNTJlNGU2OWM5XkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNzM0NzZkYmUtZmY2MS00OTUzLWI2MjctYzFiZjkyMzlkN2QxXkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Dumbo (2019),3861390,Adventure|Children|Fantasy,Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito","A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",https://m.media-amazon.com/images/M/MV5BNjMxMDE0MDI1Ml5BMl5BanBnXkFtZTgwMzExNTU3NjM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BNDFiNzQ5NmQtM2VmMC00YWMxLTg1ZmMtMTIxMzg3NjJmMTNhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjkwZTNiMjQtYzU5Ni00MGY5LWI3MzUtMTU4MmY3MWU3NDEyXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzE2ZDFlYjgtYmJlNS00OTBmLWIwNDMtOWEyZWI4MzY5NjExXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZTNiM2M0OTgtM2Q0Mi00NzNmLWI0ZmItZTU4MTQ2MjRlNTE2XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNzdiYTJmMWItM2E0Yi00YmYyLWI3MjctNzc4ZTc5MjExZjk1XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNmUyMWZhNDItNWEyZS00Y2RmLWFlN2QtYTVmY2QyMWMyOTNhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjYxYjg5ZWEtN2FhZC00OTc4LTk2ZTYtNDk1ZGQyNTYyMTFmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTYxMzk0MDI4Ml5BMl5BanBnXkFtZTgwNDQzMDA0NzM@.V1_UY800.jpg,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
How to Train Your Dragon: The Hidden World (2019),2386490,Adventure|Animation|Children,Dean DeBlois,"Jay Baruchel, America Ferrera, F. Murray Abraham","When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",https://m.media-amazon.com/images/M/MV5BMjIwMDIwNjAyOF5BMl5BanBnXkFtZTgwNDE1MDc2NTM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMTU3ODQwNDEyN15BMl5BanBnXkFtZTgwMDU3NTI2NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODQwMzI1OTk2OV5BMl5BanBnXkFtZTgwMTU3NTI2NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzI3MTc2NDY4MV5BMl5BanBnXkFtZTgwNDU3NTI2NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzE5Nzk5MTg4MV5BMl5BanBnXkFtZTgwNTU3NTI2NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODU3ODk2MzM3Nl5BMl5BanBnXkFtZTgwODU3NTI2NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTU1MDM5NjUwNV5BMl5BanBnXkFtZTgwMzE1MDc2NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjI5NDM5NTg1OV5BMl5BanBnXkFtZTgwNTE1MDc2NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTYwMDE3MTUyMF5BMl5BanBnXkFtZTgwNjE1MDc2NTM@.V1_UY800.jpg,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Alita: Battle Angel (2019),437086,Action|Romance|Sci-Fi|Thriller,Robert Rodriguez,"Rosa Salazar, Christoph Waltz, Jennifer Connelly","A deactivated cyborg is revived, but cannot remember anything of her past life and goes on a quest to find out who she is.",https://m.media-amazon.com/images/M/MV5BNzVhMjcxYjYtOTVhOS00MzQ1LWFiNTAtZmY2ZmJjNjIxMjllXkEyXkFqcGdeQXVyNTc5OTMwOTQ@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BNjg2OTc0NzcwNl5BMl5BanBnXkFtZTgwMzQzNjQ3NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTk2NzU1ODQ1Ml5BMl5BanBnXkFtZTgwNjE5Mjc0NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTc5MDI3Njg4Nl5BMl5BanBnXkFtZTgwNzE5Mjc0NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQyNTA2NzMyN15BMl5BanBnXkFtZTgwODE5Mjc0NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjUyOTYwNjA3MF5BMl5BanBnXkFtZTgwOTE5Mjc0NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjA3NjEwMDY3N15BMl5BanBnXkFtZTgwNTQ1MTQzNDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjUxMDkyNTI5Nl5BMl5BanBnXkFtZTgwNjQ1MTQzNDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzQ2MTk2NDcxM15BMl5BanBnXkFtZTgwNzQ1MTQzNDM@.V1_UY800.jpg,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
Cold Pursuit (2019),5719748,Action|Drama|Thriller,Hans Petter Moland,"Liam Neeson, Laura Dern, Micheál Richardson",A grieving snowplow driver seeks out revenge against the drug dealers who killed his son.,https://m.media-amazon.com/images/M/MV5BM2YyYWI3NjItMWEwZS00MzhkLWJmZTMtZDAzYjRhODM0OTMzXkEyXkFqcGdeQXVyMjM4NTM5NDY@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMTg2OTE2MDUxMF5BMl5BanBnXkFtZTgwMzQ0MjgxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTYzMDAxODk1Nl5BMl5BanBnXkFtZTgwNDQ0MjgxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjM0ODc4OTU5Nl5BMl5BanBnXkFtZTgwNTQ0MjgxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjAzMTk2MzE3MV5BMl5BanBnXkFtZTgwODQ0MjgxNzM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTEwNTg0NDAyNTVeQTJeQWpwZ15BbWU4MDk0NDI4MTcz._V1_UY100_CR39,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BMTY3OTgyMjk3MF5BMl5BanBnXkFtZTgwMDU0MjgxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjU0NjE0NTgwMl5BMl5BanBnXkFtZTgwMjU0MjgxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNzE2NTc5MzE0MF5BMl5BanBnXkFtZTgwNjM0MjgxNzM@.V1_UY800.jpg,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
Vice (2018),6266538,Comedy|Drama,Adam McKay,"Christian Bale, Amy Adams, Steve Carell","The story of Dick Cheney , an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush , reshaping the country and the globe in ways that we still feel today.",https://m.media-amazon.com/images/M/MV5BMTY1NjM0MzgxMV5BMl5BanBnXkFtZTgwNDc4NTY0NjM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BOGVjNGQwMDAtMDljMC00ZWVkLWFhZjctMjRiYzAyZjE4ZGYwXkEyXkFqcGdeQXVyMjM4NTM5NDY@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZGFjY2ExZTktZTI1Mi00ZjY3LWJiMzYtMzVjMzk5MjE1MTM0XkEyXkFqcGdeQXVyMTQ5Mzc5MDU@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYTYxOTFjMGEtZDA3OC00Nzg0LWFjNTctMDIyMWJlODU3NDFlXkEyXkFqcGdeQXVyMTQ5Mzc5MDU@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjEzODYxMmQtZDgxNi00OGFkLWI5Y2ItMjRlZTFlMGExZDM1XkEyXkFqcGdeQXVyMTQ5Mzc5MDU@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYzI3YThiNGMtYTRkMC00MDU4LTljMmEtMGNkYmE0NjNlODZmXkEyXkFqcGdeQXVyMTQ5Mzc5MDU@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNWY1OWU5YzItM2ExMy00YmRiLTg5YWQtZTE2MGUyZDMzODRlXkEyXkFqcGdeQXVyNzYyOTcwNjk@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZDlkYTNiNDQtZDY2ZC00NDhhLTgyY2MtYzdjODdjN2Y2M2QzXkEyXkFqcGdeQXVyNzYyOTcwNjk@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYWMzYTIwMmQtNTljOS00MmQ4LWFkM2UtYjY5M2RmOWZkM2I4XkEyXkFqcGdeQXVyNzYyOTcwNjk@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Mary Queen of Scots (2018),2328900,Drama,Josie Rourke,"Saoirse Ronan, Margot Robbie, Jack Lowden","Mary Stuart's attempt to overthrow her cousin Elizabeth I, Queen of England, finds her condemned to years of imprisonment before facing execution.",https://m.media-amazon.com/images/M/MV5BNDVmOGI4MTMtYmNmNC00MTliLTlkYjQtYmU2N2EyNDk2YTAwXkEyXkFqcGdeQXVyMjM4NTM5NDY@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMTc5NzQ3MjUyM15BMl5BanBnXkFtZTgwMDEzNDM5NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNDk2NzcyNDMzMl5BMl5BanBnXkFtZTgwMTEzNDM5NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTk0MDkyOTc2M15BMl5BanBnXkFtZTgwMjEzNDM5NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjA0MTU5OTk4N15BMl5BanBnXkFtZTgwMzEzNDM5NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTY4NTQ2MzcxNF5BMl5BanBnXkFtZTgwOTgwMjUyMzI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNTljOTgzZjAtZjQ1YS00MjhlLWE2MTAtYWU2YzQzMmEzYTBhXkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjA5NGQwMmYtZTljNS00YjRmLTllMzYtOWVjOTlkMjUzZjk5XkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMWI3MjJjNDgtM2NiYy00ODhiLWExZjAtZmVlZDc4NGFkN2QzXkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Creed II (2018),6343314,Drama,Steven Caple Jr.,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson","Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.",https://m.media-amazon.com/images/M/MV5BMTcxMjUwNjQ5N15BMl5BanBnXkFtZTgwNjk4MzI4NjM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMTYzMTkzNzU1MF5BMl5BanBnXkFtZTgwOTM3NzY3NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjM2NTAxODkyMV5BMl5BanBnXkFtZTgwMDQ3NzY3NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQ5NjAxMTE2NV5BMl5BanBnXkFtZTgwMTQ3NzY3NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjE5Mjk4MDA1NV5BMl5BanBnXkFtZTgwMjQ3NzY3NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTgzMDY1MTIzM15BMl5BanBnXkFtZTgwMzQ3NzY3NjM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTAzODEwMDQ1NDVeQTJeQWpwZ15BbWU4MDQ0Nzc2NzYz._V1_UY100_CR25,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BMTcyNjk5MDI1Ml5BMl5BanBnXkFtZTgwNTQ3NzY3NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQ1MzQ0ODUxNV5BMl5BanBnXkFtZTgwMTE3NzY3NjM@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Front Runner (2018),7074886,Drama,Jason Reitman,"Hugh Jackman, Vera Farmiga, J.K. Simmons","In 1987, U.S. Senator Gary Hart 's presidential campaign is derailed when he's caught in a scandalous love affair.",https://m.media-amazon.com/images/M/MV5BMTcyNTAxOTg4NV5BMl5BanBnXkFtZTgwMTMwNjQ2NjM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BZmFiNmMwNzEtMzI3MS00MDk3LWFmZDEtNDdmNjQ3YzM5NWU4XkEyXkFqcGdeQXVyMjM0OTE1MzE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZGE5MmIwNzgtOWZhZS00OWFmLTgzNzYtYzQ3ZTI4ODQ5ZjNmXkEyXkFqcGdeQXVyMjM0OTE1MzE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYTRiNjZjYmEtZjIwZS00ZDc2LTgzMjUtZmQ2YmRiMGE2NmNjXkEyXkFqcGdeQXVyNTc5OTMwOTQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNGFlNDU1ZTgtYmZiOS00NjhlLWJmM2MtZjJkOWFlYjI2MThhXkEyXkFqcGdeQXVyNTc5OTMwOTQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNDgwOTRlYzItNDA5Yy00NjExLTgxNzItNGFjZWVmNjk0OWIzXkEyXkFqcGdeQXVyNTc5OTMwOTQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOWU0ZDkxNjctMDljNC00ZDkyLWE1MzMtNjBkNzdhZGEwY2ZhXkEyXkFqcGdeQXVyMTQ4NDY5OTc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjQwNDA0NWQtMzYxYi00YjY4LWEyZTEtMzY0OWExZjRjOGFhXkEyXkFqcGdeQXVyNjUwNzk3NDc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjJhNjAxNjYtNzM5OS00ZWE2LWI3OGUtMmZjOWZjYzY2ZDRmXkEyXkFqcGdeQXVyNjUwNzk3NDc@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Widows (2018),4218572,Crime|Drama|Thriller,Steve McQueen,"Viola Davis, Michelle Rodriguez, Elizabeth Debicki","Set in contemporary Chicago, amid a time of turmoil, four women with nothing in common except a debt left behind by their dead husbands' criminal activities, take fate into their own hands, and conspire to forge a future on their own terms.",https://m.media-amazon.com/images/M/MV5BMjM3ODc5NDEyOF5BMl5BanBnXkFtZTgwMTI4MDcxNjM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BODg1MDQwOTUyMl5BMl5BanBnXkFtZTgwMzgyMDMxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTYwMTQxNDcwM15BMl5BanBnXkFtZTgwNDgyMDMxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjA0MzA4ODQ2Ml5BMl5BanBnXkFtZTgwNjgyMDMxNjM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTEzOTc5ODk0MTNeQTJeQWpwZ15BbWU4MDc4MjAzMTYz._V1_UY100_CR25,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BZDEyZjcyYmMtZmU4MC00OTdjLWFkZGUtMWEyYmNmMTY0YjEzXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZjkzNjIzOGEtYThiZi00ZWEzLWIxNjgtNzkxM2I0ODIwNTY4XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODRlNzA0ZDQtOTQwNy00NDcwLTlhZjItZGZlZmY0NWRlOGY1XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNzE1ODRkZGYtNjliOS00NzUxLTgwZmItYzY4ZDQxYmIyY2ZiXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
Green Book (2018),6966692,Comedy|Drama,Peter Farrelly,"Viggo Mortensen, Mahershala Ali, Linda Cardellini",A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BNzI4NzIzNzgwNV5BMl5BanBnXkFtZTgwMzM2MjIxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjYyNzc3MjIyNl5BMl5BanBnXkFtZTgwNDM2MjIxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTU0MzIyODk1OF5BMl5BanBnXkFtZTgwNTM2MjIxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjQwZWM4MjYtZTQ3Ny00YTU0LThlMDItNDdhNDZjNDcyNjIzXkEyXkFqcGdeQXVyOTE3NDg1MDg@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjJjY2Y3MDEtNmZlNS00NGMwLTkyMWItMTIwYTIyODRmYTRhXkEyXkFqcGdeQXVyMjI0Mjg2NzE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BY2E0NWE0MjgtYWQ3Yi00NWFjLThlZDAtMGY5YWU0ZGI5MjYyXkEyXkFqcGdeQXVyMjI0Mjg2NzE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZDMyMDYwZDktMzc1MS00Njc5LThjNmMtMDI3ZGMxNGI5NmJiXkEyXkFqcGdeQXVyMjI0Mjg2NzE@.V1_UY800.jpg,Link not available,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Bohemian Rhapsody (2018),1727824,Drama,Bryan Singer,"Rami Malek, Lucy Boynton, Gwilym Lee","The story of the legendary British rock band Queen and lead singer Freddie Mercury , leading up to their famous performance at Live Aid (1985).","https://m.media-amazon.com/images/M/MV5BMTA2NDc3Njg5NDVeQTJeQWpwZ15BbWU4MDc1NDcxNTUz._V1_UX67_CR0,0,67,98_AL_.jpg@.V1_UY800.jpg",No trailer available,https://m.media-amazon.com/images/M/MV5BNTQwNDAzNTQ2NV5BMl5BanBnXkFtZTgwNTQyOTk2NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQ5ODY5ODUyNl5BMl5BanBnXkFtZTgwNjQyOTk2NjM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTAxNTA0NzIyNDZeQTJeQWpwZ15BbWU4MDc0Mjk5NjYz._V1_UY100_CR25,0,100,100_AL_.jpg@.V1_UY800.jpg","https://m.media-amazon.com/images/M/MV5BMTExMDU0NTEyMjdeQTJeQWpwZ15BbWU4MDg0Mjk5NjYz._V1_UY100_CR25,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BZTMxNjUzOTQtNmJlZS00NTA2LTk5ZTAtMmFhZGZhNDBiMjVhXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNGVlN2Q0NDgtMjUzMC00MmMzLWFlMzQtMTYwZjI4MGIzMDAzXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,Link not available,https://m.media-amazon.com/images/M/MV5BZmVjMWZlZWQtODNlZi00NjBiLWJmNDYtMWQ2MWM3OGJkNDUzXkEyXkFqcGdeQXVyMjAyMDQxODM@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Hate U Give (2018),5580266,Crime|Drama,George Tillman Jr.,"Amandla Stenberg, Regina Hall, Russell Hornsby","Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.",https://m.media-amazon.com/images/M/MV5BZDVkMWJiMzUtNjQyOS00MGVmLWJhYmMtN2IxYzU4MjY3MDRmXkEyXkFqcGdeQXVyNzA5NjIzODk@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMTYxNzMwMDA2OV5BMl5BanBnXkFtZTgwMTQwOTM4NTM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTEyNDczMzg1OTdeQTJeQWpwZ15BbWU4MDI3NDQ4NzUz._V1_UY100_CR25,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BMTc1MzQ2Njc2MF5BMl5BanBnXkFtZTgwMzc0NDg3NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOTI1NjM5NjQ5MV5BMl5BanBnXkFtZTgwNDc0NDg3NTM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTE0NjYwNTk5MTJeQTJeQWpwZ15BbWU4MDU3NDQ4NzUz._V1_UY100_CR25,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BN2JiY2E5YWMtOTJhNi00ZWEyLTk0ZGYtZWQxZDJmOTZkMmY4XkEyXkFqcGdeQXVyNDkzNTM2ODg@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNmQ1Nzk1NzYtNTM0NC00ZGVmLTlhOGQtNjcwNjg0ZTI2MmY1XkEyXkFqcGdeQXVyNDkzNTM2ODg@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjY5Mzc2MzYtOGNkNy00YTNiLWI2ZDQtNTFiNjc4NWMxZDg4XkEyXkFqcGdeQXVyNDkzNTM2ODg@.V1_UY800.jpg,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
